fixture,repetition,method,selected_identifier,selected_family,semantic_signature,validation_accuracy,heldout_accuracy,gap_stratum,a_minus_b_heldout_gap
2,797,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,798,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,799,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,800,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,801,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,802,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,803,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,804,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,805,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,806,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,807,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,808,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,809,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,810,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,811,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,812,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,813,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,814,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,815,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,816,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,817,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,818,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,819,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,820,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,821,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,822,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,823,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,824,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,825,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,826,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,827,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,828,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,829,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,830,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,831,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,832,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,833,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,834,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,835,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,836,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,837,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,838,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,839,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,840,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,841,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,842,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,843,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,844,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,845,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,846,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,847,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,848,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,849,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,850,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,851,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,852,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,853,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,854,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,855,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,856,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,857,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,858,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,859,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,860,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,861,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,862,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,863,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,864,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,865,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,866,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,867,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,868,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,869,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,870,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,871,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,872,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,873,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,874,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,875,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,876,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,877,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,878,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,879,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,880,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,881,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,882,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,883,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,884,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,885,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,886,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,887,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,888,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,889,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,890,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,891,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,892,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,893,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,894,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,895,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,896,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,897,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,898,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,899,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,900,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,901,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,902,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,903,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,904,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,905,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,906,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,907,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,908,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,909,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,910,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,911,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,912,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,913,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,914,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,915,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,916,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,917,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,918,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,919,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,920,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,921,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,922,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,923,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,924,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,925,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,926,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,927,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,928,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,929,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,930,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,931,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,932,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,933,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,934,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,935,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,936,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,937,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,938,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,939,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,940,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,941,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,942,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,943,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,944,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,945,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,946,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,947,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,948,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,949,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,950,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,951,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,952,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,953,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,954,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,955,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,956,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,957,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,958,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,959,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,960,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,961,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,962,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,963,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,964,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,965,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,966,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,967,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,968,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,969,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,970,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,971,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,972,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,973,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,974,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,975,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,976,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,977,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,978,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,979,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,980,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,981,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,982,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,983,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,984,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,985,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,986,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,987,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,988,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,989,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,990,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,991,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,992,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,993,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,994,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,995,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,996,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,997,family_uniform,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
2,998,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
2,999,family_uniform,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,0,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,1,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,2,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,3,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,4,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,5,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,6,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,7,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,8,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,9,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,10,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,11,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,12,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,13,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,14,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,15,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,16,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,17,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,18,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,19,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,20,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,21,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,22,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,23,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,24,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,25,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,26,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,27,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,28,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,29,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,30,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,31,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,32,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,33,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,34,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,35,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,36,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,37,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,38,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,39,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,40,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,41,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,42,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,43,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,44,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,45,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,46,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,47,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,48,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,49,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,50,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,51,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,52,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,53,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,54,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,55,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,56,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,57,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,58,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,59,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,60,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,61,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,62,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,63,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,64,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,65,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,66,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,67,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,68,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,69,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,70,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,71,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,72,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,73,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,74,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,75,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,76,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,77,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,78,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,79,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,80,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,81,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,82,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,83,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,84,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,85,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,86,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,87,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,88,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,89,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,90,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,91,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,92,first_encountered,A_1,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,93,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,94,first_encountered,A_0,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,95,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,96,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,97,first_encountered,A_7,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,98,first_encountered,A_4,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,99,first_encountered,A_6,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,100,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,101,first_encountered,B_0,B,B_semantic_0,0.8,0.7,A-B=+0.10,0.1
3,102,first_encountered,A_2,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,103,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,104,first_encountered,A_3,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
3,105,first_encountered,A_5,A,A_semantic_0,0.8,0.8,A-B=+0.10,0.1
